Unnamed: 0,Context,Verb.form,Recipient,Theme,morph_case
2889," @b: well, i thought, //a: . //b: it was interesting that they gave us a scale, uh, //a: oh, yeah, that's right. //b: i have to kind of think about that as to exactly where i stand. i'm more",gave,us,a scale,dat
2890,"a: and then bark and march around, you know, and then he'd pick up his dish again and throw it in the air until we came out and gave him some water. //b: i forgot to ask you, did the iguana catch flies for you?",gave,him,some water,dat
2891,"a: instead of giving you a break so that maybe a wife could stay home and do, //b:  uh-huh, uh-huh.  //a:  something satisfying  in another area, you know, i, i think there are ",giving,you,a break,dat
2892,"stuff like that in there. //b: uh-huh. //a: which does give it the appearance but i just, i like the, i like to be able to push the starter and have it light up. //b: uh-huh. ",give,it,the appearance,dat
2893,"a: anyway, what are you driving now? //b: uh, my chrysler van and it's, it's pretty maintenance free, you know, and, uh, at the beginning of the year last year and drove a chevrolet cavalier station wagon and it didn't give me any trouble at all. //a: that's good.",give,me,any trouble,dat
2894,"a: yeah, right. //b: -- and, um, aside from the, uh, well some schools may even give you financial aid, where another one won't. //a: yeah, that's true, that was something else i had, was, i had government aid, of course, but, uh, it was wonderful, because i got one of those grants that you don't have to repay --",give,you,financial aid,dat
2895,"b: and when i, when she gave me back the plate, she said ''i did not share this with anybody''.  and i thought whoa,  that was a big pie. //a: she enjoyed it, huh .",gave,me,the plate,dat
2896,"a: and it seems as though we are, uh, giving the criminal the benefit, more than the victim. the victim has been victimized twice, not only by the perpetrator of the crime but also, ",giving,the criminal,the benefit,dat
2897,"b: oh, that's wonderful. //a: -- and, uh, getting the interactive speech is a key part of that. but, //b: that's like almost giving them a, um, evaluation -- //a: right. //b: -- and going into the direction where they're gifted in.",giving,them,a evaluation,dat
2898,"a: because that, that's always, i think, more important, you know, overall. i don't know. //b: uh, {muffled} give me five minutes. //a: yeah. oh, you, you're at the office now? //b: yeah.",give,me,five minutes,dat
2899,"metal, ten millimeter automatic pistol for the f b i -- //b: um. //a: -- which would give them additional firepower. it had, held like a fifteen shot clip, //b: yeah .",give,them,additional firepower,dat
2900," b: right, it might be thursday for the high schools and it may be friday for the senior high schools. //a: right, right. so that would kind of give you a, a clue, i guess and, and sometimes you get the long term stuff so you're aware ahead of time --",give,you,a clue,dat
2901,"b: -- i guess the question then becomes, how did you all make the selection or did you just let them do them by themselves? //a: well, in, in that case, with him, uh, he kind of made the selections by himself and i think that we should have given him more direction. and, he was our first,  you know, so we, we didn't have quite the insight that, uh, that we would have had if he'd been our second like we did with karen, so. uh, but, i, i think, you know, i-, just in terms of, of what happened, i think that first of all i'd, i would know the reputation of the school and, uh, for",given,him,more direction,dat
2902," a: in fact i just had a garden company come by and give me a, well, you know, one of those places that fertilizes your lawn -- //b: right. //a: -- give me an estimate because, i just don't want to go out and buy all the chemicals and stuff -- ",give,me,an estimate,dat
2903,"a: -- you know, it won't it's little job  outside and it comes inside. //b: have you praised it and given it a treat maybe when it does something outside? //a: uh, yeah, we've tried that, and, uh, you know, there's certain spots in the house where he likes to --",given,it,a treat,dat
2904,"a: -- but if you use credit cards a lot you probably get more back. //b: oh, they give you money back for using your credit card. //a: yeah, basically. ",give,you,money,dat
2905,"b: uh-huh . //a: but we had these two, that, they we knew someone that, uh, uh, you know, wanted to get rid of these kittens and, uh,  so we gave it a try. and, uh, //b: .",gave,it,a try,dat
2906,"a: and so we finally found someone else that was willing to, to, {pause} to give it a try with them.",give,it,a try,dat
2907," a: uh, so they ended up finding someone else that was willing to give it a try --",give,it,a try,dat
2908,"b: uh-huh, uh-huh. well, it takes, our vet probably said seven to nine months, uh, is the real time you really want to put into them for the training, as far as the initial training, and he said if you give them just that much, then the rest of their life with you is just going to be real nice. //a: that's right.",give,them,that much,dat
2909,"b: i en-, i enjoy the music, it gives me an out. //a: yeah.",gives,me,an out,dat
2910,"radio shows here in the dallas market regarding income taxes, make sure every one pays the right amount. and i am convinced that, uh, most people try to, uh-huh, cheat ever so slightly on their tax returns, only because, uh, the way the i r s does things. they're not going to give you any breaks. i mean, they, they encourage you to cheat, because if you should get audited, they're going to get you for everything and some more on top of that. //a: and then they're going to tax you on that for, or they're going to give you an interest on it --",give,you,any breaks,dat
2911,"b: -- and i went and my first day of enrollment in college i walked around, i go into the aerospace building and they gave me the curriculum and it's like, twenty-one units to twenty-four units a quarter. ",gave,me,the curriculum,dat
2912,"and that just -- //b: oh. //a: -- gave me the creeps because i, you know, i just hate to think they did that to anything or anybody. //b: huh.",gave,me,the creeps,dat
2913,"a: -- and also what they can be told about the effects of sentencing. like, if you give somebody fifteen years, they'll be out in three weeks or something like that. i, maybe it's not quite that radical, but, but those things are not, those are things are kept from the jury. ",give,somebody,fifteen years,dat
2914,"b: uh, and in texas there is, there is a couple of questions you have to ask, uh, in the punishment phase. uh, for example, was the guy provoked and was the response reasonable given the provocation . and there is a number of questions and just depending on whether you say yes or no, uh, you, you can give him capital punishment and if you're up to the point where if he still qualifies for capital punishment,  then you can look at mitigating circumstances. //a: okay. so,",give,him,capital punishment,dat
2915,"a: -- or, you know, if some, some group just isn't going to play any more, they'll just give us their music, and that type of thing. //b: uh-huh. //a: and we do an awful lot of, you know, we don't charge for any of our ",give,us,their music,dat
2916,"a:  -- is real good about letting you have them there so i, //b:  yeah. i guess we should have tried the pound, but the humane society, uh, wasn't interested in giving us a pet so, //a:  huh, well, that's terrible. //b:  yeah, i thought it was, too.",giving,us,a pet,dat
2917,"b: -- the magazine before, back in nineteen, uh, eighty-six, and i thought, well, i'll give it a try again, because you get tired of one magazine, and you need to try a -- ",give,it,a try,dat
2918,"a:  -- and i tried, uh, reading the magazines hoping i would get more from it and it was just above my head without having someone there to give me the advice as i went along. //b:  uh-huh. //a:  it was, you know, kind of a little bit more than what i",give,me,the advice,dat
2919,"a: and whenever he gets back to the airport here, he flies down to aruba tomorrow. but whenever he gets back to the airport here tonight, he's going to give me a call. we're going to have dinner together because he wants to talk with me about some more stuff. //b: uh-huh.",give,me,a call,dat
2920,"a: -- um, who, who does, he's really an artist, and he does a wonderful, wonderful job with, i just give him my things, and he triple mats everything -- //b: uh-huh.",give,him,my things,dat
2921,"a: yeah, why, i don't know, i, i think they're kind of nice to have, they're kind of, you know, just relaxing to, i don't know, to pet and to, i don't know, when they like sit up on your lap and stuff like that, just kind of enjoyable to, you know, have like, i don't know, something giving you some affection as well. ",giving,you,some affection,dat
2922,"a: what kind of insurance do you have up there or is it real high up there? //b: uh, no mine just got lowered because i just turned twenty-one and, uh, i'm not sure really how much i pay. i just, my mom's helping me out, you know, because i'm a college, i'm in college and, uh, so i just give her the money  -- //a: right.",give,her,the money,dat
2923,"b: right. //a: -- and they're always looking for free lance editors. //b: oh let me, let me give you, let me give you, uh, our address. //a: okay, i can send her some information about it, because i know they mail manuscripts, and for a compl-, well i think it's three chapters and a synopsis, which would be around sixty pages,",give,you,our address,dat
2924,"a: that's how i got my other ones by selling their product for them. they not only give me a demonstrator, but the hardware as well as the software. //b: uh-huh. ",give,me,a demonstrator,dat
2925,"b: and, uh, it just, you know, it, it gives you a, a variance even though it's the same color. //a: right. well, that's good, that's good.",gives,you,a variance,dat
2926,"b:  oh, oh, i know. i know. especially when you're out on the highway. //a:  yeah, that's where i was. luckily someone came by and gave me a ride. //",gave,me,a ride,dat
2927," b: --  and not giving them the skills and whatever those skills are necessary to make those job changes, which i think is going to be a hard thing for, for people to face.",giving,them,the skills,dat
2928,"doing and for the, uh, oh my gosh, i can't think of the word, but for the, what they have to accept that's they are responsible for. uh, responsibilities is what i am trying to say. //b: oh, i don't think so. i think it has come a long ways in terms of giving them equal opportunities  -- //a: uh-huh.",giving,them,equal opportunities,dat
2929," b: yeah. well, at central and l b j. and i work for a liquor distiller. //a: oh. do they give you any samples at christmas? //b: yes, they do. //a: .",give,you,any samples,dat
2930,"a: -- had, had ponies in a, at a certain place out there, and it caught on fire and they, they got out there and got all the ponies out, and these people were so happy that they gave her this pony -- //b: well. //a: -- for saving the rest of them. and, as i say, we had sandy for about",gave,her,this pony,dat
2931,"a: yes and that is what is giving the local, uh, insurance companies hard times. that is the one thing we have no control over are these charges that happen when you go to hospitals and you get something done and they want to charge twenty thousand dollars for it.",giving,the local insurance companies,hard times,dat
2932,"i hope i've -- //b:  well, i've enjoyed -- //a:  -- given you some ideas -- //b:  -- talking with you. //a:  -- and, uh, that's one thing we can enjoy is good delicious food.",given,you,some ideas,dat
2933,"a:  it's kind of hard to, to get an even keel on that. i mean, it's really hard to say, well, there's, you know, a hundred thousand per year affected by this one so let's give it this amount, and then this other one's only a tenth of that, so give it a tenth of that and, and just keep  doling it out that way or,",give,it,this amount,dat
2934,"a: i know. and we'll, i need to give you that number, too. but that's one thing we should do, pray with our kids, right?",give,you,that number,dat
2935," @a:  um, i haven't given this a, a lot of thought. i'm, uh, that, that's a whole, pleased with the pr-, practice that is they, i, uh, i don't,  invasions of privacy on the other hand that's arguable but that, that, uh, people who's jobs are critical to public safety should have to meet special standards. uh, i haven't given this matter enough thought.",given,this matter,enough thought,dat
2936,"b: it's like, well, i can't really give you a recipe, uh -- //a: uh-huh, you'd just do it.",give,you,a recipe,dat
2937,"a: but i couldn't believe they'd given him a contract like they had where that they couldn't get rid of him. //b: yeah, well, they al-, he already had, uh, two strikes against him when they gave him that contract . //a: i guess they felt like that was enough, you know, uh, if that, you know, if, if they had to get out of it they could, and they wouldn't want out of it unless he did something wrong.",gave,him,that contract,dat
2938,"a: yeah, they, uh, her husband's sister, and she needs the money and -- //b: uh-huh. //a: -- and plus, she-, you know, she's close and gives them good care, and -- //b: does she have kids too?",gives,them,good care,dat
2939,"a: i know. well, i know that, uh, our son for christmas, we usually for christmas, we will give him a suit -- //b: uh-huh. //a: -- and we try to, you know, stay around two hundred and something on them.",give,him,a suit,dat
2940," b: yeah, i wouldn't mind just calling up the grocery store and giving them my order and -- //a: right.",giving,them,my order,dat
2941,"b: or just to sit down for a short while and watch the news than it is to sit down and, you know, i mean i'll read periodicals and stuff, too, but, uh, usually those come out after the fact and, course they give you more information, so if you want that, then that's fine . //a: yeah, well, i think sometimes, you know, you'll hear it on t v and you want, want to go into it deeper. you, uh, you --",give,you,more information,dat
2942,"b: -- i think it is about time. especially with the israelis that we,  because many times in the past they've, you know, they're happy to take our money and stuff, but they often times fail to give us any support in return.",give,us,any support,dat
2943,"a:  -- she was the one with a little bit  than i was because i had my credit cards, i think, up to the limit and i was giving  everyone ten dollars a month and everything like that. //b:   oh. that will cost you a fortune.",giving,everyone,ten dollars a month,dat
2944,"a:  nice to meet you and, uh, give it a try. i think you'll enjoy it. //b:  okay.",give,it,a try,dat
2945,"a: oh, no kidding. //b: and, //a: we'll have to maybe give that a try sometime. //b: well, i'd highly recommend it, particularly if you're catholic. i think you'd have a great appreciation for it.",give,that,a try,dat
2946,"a: but to give you an example, uh, you know, one of her kids will come in and he's, you could tell he was just bombed out on drugs, and, uh, she sends him to the principal's office, and the principal sends him right back, or her right back, and says, hey, your problem, you take care of it. you're not allowed to send them home. you know, if you do that, then your allocation's",give,you,an example,dat
2947," b: well, he's giving me an estimate. //a: uh-huh.",giving,me,an estimate,dat
2948,"b: but, it, it, uh, all the rooms are small, i mean, but it ends up giving us three bedrooms, which we wanted. and, uh. use an extra one for an office -- //a: oh, uh-huh.",giving,us,three bedrooms,dat
2949,"a: no, she gave me her ticket. //b: oh, oh. //a: she decided not to go -- //b: uh-huh. //a: -- so she gave me her ticket, and i went with her friend -- //b: oh.",gave,me,her ticket,dat
2950,"a: no, she gave me her ticket. //b: oh, oh. //a: she decided not to go -- //b: uh-huh. //a: -- so she gave me her ticket, and i went with her friend -- //b: oh.",gave,me,her ticket,dat
2951,"a: yeah, well, you think you all will fire your coach? //b: uh, i don't know. you know, i don't know. i think maybe they'll give him another year. //a: yeah, they probably well.",give,him,another year,dat
2952,"a: oh, that's right, so that helps out. //b: uh-huh. //a: gives you a bit there. //b: how do you all do yours?",gives,you,a bit,dat
2953,"a: and i just do warehouse work. //b: uh-huh, and did they give you drug testing? //a: uh, not, they hired me in nineteen eighty-four so, //b: oh.",give,you,drug testing,dat
2954,"a: exactly, some of these boring ones, you just kind of babble on, i guess . //b: yeah, well, we will, we'll just give them lots of talk about, won't we? //a: all right, we ready to give it a shot? //b: yeah, that's right. ",give,it,a shot,dat
2955,"a: well, you ready to give this topic a, a whiz? //b: that'd be great. ",give,this topic,a whiz,dat
2956,"a: -- back in the days when, uh, the government paid the student's tuition and, and bought books up to a certain amount, plus gave the veteran a stipend. we started off with ninety dollars a month, and then a little bit later got up to a hundred and five dollars a month.",gave,the veteran,a stipend,dat
2957,"b: -- going an hour later and picking it up . //a: right, but then you know, there is the process of selection. would you have to give them  -- //b: right. //a: -- the brand and, uh,",give,them,the brand,dat
2958,"b: um, to give you an example, both of my children are in the academy system in the garland school district, and it's a public system, however, you'd think that it was a private school, because i take it, the best teachers and the best students, they're taking top three percent that have tested out, you know, in the district and, uh, put them in this academy system, and to get",give,you,an example,dat
2959,"b: oh, i found out about it because i attended, uh,  a conference for the acoustical society of america in texas and, uh,  the chairman of the session where a presented a paper, uh, uh, is it mister godfrey, he, uh, was, uh,  he, he gave me, a, a thing and said to try and find others to help join for this project. //a: huh. and, so you're enjoying all the benefits that a professor would at the moment. is there,",gave,me,a thing,dat
2960,"guys at work, is right after christmas because they're -- //b: they're so -- //a: -- too busy to give  -- //b: -- swamped -- //a: -- you a rush.",give,you,a rush,dat
2961,"b: so, and the other thing i like to do is, uh, cook. i have, um, uh, uh, planned, uh, menus for various organizations, and this year i was asked to take care of, uh, several luncheons and dinners up at my children's school. and the next thing that we're getting ready for is a big faculty luncheon, and we're going to give them italian food .",give,them,italian food,dat
2962," b: -- and, it, it ultimately gives you an uplift. //a: exactly. //b: i, i, i guess you have to look at it like that anyway.",gives,you,an uplift,dat
2963,"a: -- and actually get both -- //b: right. //a: -- of them. and not all that many places actually give you two degrees. //b: right. //a: so, he, he weeded out the ones, uh, that did not offer that kind of thing,",give,you,two degrees,dat
2964,"b: well, now when i first moved to dallas, i moved up here by myself and, uh, my dad gave me a gun -- //a: uh-huh. //b: -- but i never did go out and practice with it enough to feel comfortable",gave,me,a gun,dat
2965,"b: and, you know, electrical and all that kind of stuff so.  funny thing, they s-, they, uh, they wouldn't give me the permit because they needed a, a pre-inspection. okay? //a:  yeah. uh-huh.",give,me,the permit,dat
2966,"a: yeah, they, they gave us some deer and some of it's still in the freezer and they, about eight months ago  they gave it to us.",gave,us,some deer,dat
2967,"a: yeah, and, uh, it doesn't seem to flower any. and, let's see, we've got a little, somebody gave us a fichus, and, uh, when we first got it. //b: you haven't killed it?",gave,us,a fichus,dat
2968,"a: i mean illustrations, real examples, you know -- //b: right, right. //a: -- instead of just giving me a sermon or giving me a, you know, how-to type idea. //b: do you know what i  hate, i hate to read books by people like how to raise children, and they're single.",giving,me,a sermon,dat
2969,"b: oh. //a: so, i just try to keep that up, because it seems like if i don't, then, then my back gives me a problem again. //b: right. //a: so i try to do it every night, and uh.",gives,me,a problem,dat
2970,"a: -- but, uh, they was getting a program set up, that for all new hires they was going drug, uh, give them drug tests. //b: oh. //a: but, uh, they didn't hire very many new hires because all the people that",give,them,drug tests,dat
2971,"a: well, did they give you any back, any problem or they just give you a new one or what?",give,you,any problem,dat
2972,"b: an eighty-two tercel and that thing never gave us any problems. //a: really? //b: we had a wreck with it and, uh,",gave,us,any problems,dat
2973,"a: the n f c lately, so -- //b: huh. //a: -- i just, i hope they can give them a game. i think it will be a good game this year, but -- //b: yeah.",give,them,a game,dat
2974,"b: right. right. i think, i am just afraid of what they're going to do with their nuclear war head that they already have right now that, uh, they said you know that they are open to, uh, anybody that is willing to pay the money. i think you grant that you know if you've got the money for it we will give you the war head.",give,you,the warhead,dat
2975,"a: that's not bad, okay, and it's five dollars a prescription -- //b: right. //a: -- every time i go and they give you generic stuff anyway. //b: right.",give,you,generic stuff,dat
2976,a: -- but she gets angry that you're not giving her the attention -- //b: uh-huh.,giving,her,the attention,dat
2977,"a: -- i think they might have been a contender, might have given washington a game.",given,washington,a game,dat
2978,"a: -- we always just give her her purse, you know, and she'll -- //b: yeah. //a: -- get it out or whatever.",give,her,her purse,dat
2979," @@a: uh-huh. yep.  well, be sure and tell diane ''hello'' and it has been a pleasure talking to you . it sounds like our time  is up and, uh, give him the best from, uh, his dad . //b: okay, i'm, i am not sure if our time is up or  my phone just went out of -- ",give,him,the best,dat
2980,"b: and, uh, there is a number that you can send or a place that you can send to the post office and give them your address and tell them you don't want anymore of this, and i just haven't done, in fact, she was just telling me about it recently.",give,them,your address,dat
2981,"their lots that they own that are green and stuff, they keep them really nice. uh, their schools here are really good and updated. they've got computers in the schools. i'm very pleased, at least with the area that we're in, with how they spend their money. their, their, they don't tax us outrageously and they seem to really give us a lot for our tax dollars. they offer community classes for our kids to go to that are just very mis-, minimal costs, you know, just cover the instructor.",give,us,a lot,dat
2982,"you've got to do these, you've got to investigate it, you've got to check all these things, does it have that, you, you know, you can't just go to this dealer, you really need to check them all, and you can't fall in love with one, you've got to be able to turn your back on, and then by the time everyone had given me their advice, i thought, you know, this car turns on every morning. i think i'll  just keep going. ",given,me,their advice,dat
2983,"b: -- and, uh, i gave one of them jungle book and one of them -- //a: . ",gave,one of them,jungle book,dat
2984,"b: -- i had the same problem whenever i had a general motors car. i had a chevy and, uh, it was constantly giving me valve problems. i had this constant ticking of the valves and, uh, i switched over to chrysler plymouth, and i haven't had a lick of problem. //a: does your car have an air bag?",giving,me,valve problems,dat
2985,"b: -- and letting them know they're loved and stuff. //a: right. right. //b: give them, give them an edge, but, we feel like, like the first year needs to be devoted to, uh, making the family, the couple strong -- //a: uh-huh.",give,them,an edge,dat
2986,"b: back to mississippi? //a: well, i don't know, we're going give them another choice .",give,them,another choice,dat
2987,"b: and, uh, most of the benefits are pretty good. the hospital benefits and, and they let you pick your own doctor. you have your choice actually. if, uh, it's better, they give you a list -- ",give,you,a list,dat
2988,"b: well i use to. it use to be a good days that for, instead of giving my kids an allowance i just told them they could go around the neighborhood and collect things to be recycled and then i would drive them over and they would get some money -- ",giving,my kids,an allowance,dat
2989,"a: yeah. //b: so what i did was i gave her another checkbook and i said okay y-, this is your account. you can have money anytime you want it, just tell me how much is in your account. //a: uh-huh.",gave,her,another checkbook,dat
2990,"b: -- one thing that mom got into was that was pretty nice was an h m o. they took all the money from, from, uh, medicare, how should i say it, uh, this h m o thing said,, uh, had an agreement with medicare that said on the average you are going to spend x amount of dollars per year, so if you will give us that money, we promise to take care of, of, uh -- //a: all the bills.",give,us,that money,dat
2991," b: uh, sort of. yeah. i live in virginia. i don't, i work in d c . //a: so, i'm, uh, and i'm, well i'll give you a clue. i've, if, if guns caused crime, there'd be a lot of crime in virginia and not much in d c  but -- //b:  so how does that rate you in the, uh, the scale that they've",give,you,a clue,dat
2992,"b: -- you know, every one, and every, all the candidates just seem to be, you now, have this bread and circuses policy of, you know, we'll give you a dollar a day, if you vote for us.",give,you,a dollar a day,dat
2993," a: -- they'll, uh, check to see if you're h i v positive and if you are, not only will they not give you, uh, a policy, but they'll, uh, they have like, there's like, you know, a database of people that have tested positive, so you'll never be able to get insurance ever again. ",give,you,a policy,dat
2994,"b: i mean, //a: you know, even if they give it a shot, it's still going to be black market all over the place, you know, //b: that's right. that's right.",give,it,a shot,dat
2995,"a: uh, they essentially, no i sure don't {talking to someone else}, {resumes talking to b} uh, they essentially, uh, they essentially, uh, made me the offer and then, and then, uh, did the drug testing thing after that. so, uh, it was one of those things where you go through the, the general battery of all their tests and, and then, they essentially give you the offer -- //b: uh-huh. //a: -- and then at that point they'll, they'll ask you to go to a drug testing ",give,you,the offer,dat
2996,"a: uh, it, it really, uh, i should say one arm giving another arm a transfusion through a leaky tube because,",giving,another arm,a transfusion,dat
2997,"a: yeah. uh, my, my opinion of taxes is that we just send money to washington or to the state and they say they are going to send some back, it's like giving yourself a tra-, it's like one arm giving the other a transfusion. //b: yeah.",giving,the other,a transfusion,dat
2998,"a: yeah. //b: um, one thing that i've kind of been following that i, i'd really, i'm kind of waiting for it, and i, maybe after the presidential elections we'll see it, and that is for president bush to, uh, see if he can, see if he can give the line item veto a try. ",give,the line item veto,a try,dat
2999,"b: so, uh, uh, to give you an example, uh, we will go out of the printing media. i know of cases where, uh, we have one television media where they will show  clippings from one event and describe another event but, with the the attempt to give you the impression that what they're talking about is the same thing they are showing you. ",give,you,an example,dat
3000,"a: -- and why give him this part also? //b: yeah, that just uh, i mean for for one person i am sure they have studied the law and have been involved in it for so long, but still i think it's, this is suppose to be a system of government by the people even though that's kind",give,him,this part,dat
3001,"b: -- weather better, but the oil, the, the, uh, goodyear store won't even, they say they can't give you the oil. they say it's against the federal law now and that they have to charge the waste recycling fee. //a: my goodness.",give,you,the oil,dat
3002,"a: i don't know if that, that would make sense. i guess, uh, i guess what people do, i guess the government's incentive now is to create incentives so that people will do more, i guess house building or buying homes, or, you know, because if they give them br-, tax break on their interest. //b: yeah. //a: because i have a break on our interest. i mean all our, our all our",give,them,tax break,dat
3003,"what's the campaign. the campaign is four guys go against each other and there's no advertising. those people i can believe are doing it because they want to change the process  but when you're talking about having to spend tens of millions of dollars to get elected and then being in the pockets of all these people who gave you the money and then having to regard how to rep-, you know, how to, uh, do for yourself. i think, i, i really think that, it's not so much that corrupt people go into it as that the process corrupts. ",gave,you,the money,dat
3004,"b:  cordless. //a: oh, you are? //b: it's giving me some trouble.  jeez. . //a: uh, all set? ",giving,me,some trouble,dat
3005,"story, but it was, it was just an incredibly humiliating experience what i went through, and it amounted to, uh, going in, uh, before any of these interviews, i'm not even working for this company, i'm going in for, like, interviews and they flew me out to chicago and, and, uh, before i went into any of the interviews, uh, they took me to the doctor to give me a physical. they said it was going to be a physical, you know, and, uh, actually bec-,",give,me,a physical,dat
3006,"b: no, huh-uh. my hu-, uh, ex-husband's, this is, just happened a couple of weeks ago. he's my ex-husband but just a few months ago when he was my husband, uh, his father gave us this car and everything is wrong with it. i mean, the power steering fluid leaks, the oil leaks, the brake fluid leaks, you know, ",gave,us,this car,dat
3007,"a: uh, uh, from my father. //b: oh, really ? //a: yeah, he had, he had given me the information and i said, um, that's interesting, so i thought i'd, uh, get involved and see what's going on with it. //b: yeah, kind of curious because i'm, some people found about it ",given,me,the information,dat
3008,"b: and the chances for things getting out of control and another fascist type of regime rising are quite good. uh, anyone at this point who can give them food, security and make them, you know, feel some pride again, could become a major threat. especially some of these republics which are striving to become independent from central moscow and that kind of administration. uh, and if we don't get our tushes in there  and spend more effort and money",give,them,"food, security",dat
3009,"seems that everything is more serious -- //b: it's more complicated. //a: -- it's more complicated, it's emotional. it's not a matter of giving them a lollipop anymore, //b: .",giving,them,a lollipop,dat
3010,"a: i imagine the activities we, uh, encounter with our kids are quite different at this point. //b: they probably are . but maybe you can give me some insight and i can remind you of the  old times, huh. //a: oh, i remember them fondly. it seems like th-, the, b-, like young children, uh, destroy your sleep and older children destroy your life",give,me,some insight,dat
3011,"b: and then what happened was, is, you know, they gave her a call because they knew that she was my baby-sitter. called her and they said, uh,  that he's sick. well she wasn't home. ",gave,her,a call,dat
3012,"a:  but,  but i had decided kind of, you know, just without really giving it a whole lot of thought, that when i do buy again, uh, i bought this car that i've got, new, but probably what i'm going to do sometime in the future is, uh, i'm going to look around for a good, clean, used car, a year or two --",giving,it,a whole lot of thought,dat
3013,"a:  and it seems  like all he is, is a medi-, medi-, mediator, of the whole thing. //b: but then if, if you give him too much power, you know, who knows, i mean, we got crooked cops, //a: well, that's true,",give,him,too much power,dat
3014,"b: but, since there is much that needs to be done here. //a: i think that, yeah, i think that we need to really address what we've done here and, and then perhaps even a six month tour overseas that gives them much broader outlook. //b: uh-huh.",gives,them,much broader outlook,dat
3015,"b: right. yeah, uh, there's, there's a couple places around here that we'll go back to now and again. um,  one being a chinese food place and, and another being another mexican food place, and it just seems that, if the, if the help is, is good, and they're like they're supposed to be, that, you know, you're tempted to give the food a second try. //a: uh-huh. //b: but not the people -- ",give,the food,a second try,dat
3016,"b: oh there you go. //a: you can do much better. i'm glad you're, you're taking care of it yourself. i, i think trading it in, they just use that as additional, they may give you supposedly a better deal on your new car you're buying, but they just, are going to give you that much less for your trade in. //b: well that's fact. //a: what i think. so,",give,you,that much less,dat
3017,"a: after he pulled all my for wheels off, he says, you're going to need new brakes. so i said, well, what is that going to cost. so he said, well, let me figure it out. so he says, well, probably a couple of hundred dollars. so i says, well, i said, that isn't too bad, why don't you go ahead and do it. so he, but i says give me an est-, a written estimate. so he went around, and he says, well, your back drum is no good, i can't turn it down, because it's oversize, and you need new this, and you need new that, and he come up with a bill of seven hundred and forty-eight dollars. i've got a ,",give,me,a written estimate,dat
3018,"jugs  before you take them up there. //b: you're supposed to what. //a: every time he turns around i'm giving him some new rule, //b: but what are you supposed to do with them. //a: where you're supposed to squish up the, you know, like collapse the",giving,him,some new rule,dat
3019,"a: uh-huh. i used to live in virginia, and i know when they first reinstated capital punishment it was only, um, if someone killed a police officer or someone committed rape and then murder. those were the only two circumstances where you could give someone the death penalty, which i think is a little too limited. //b: i tend to agree with you there. um, my belief is that, is that, um, any crime that's freely committed, you know freedom of choice --",give,someone,the death penalty,dat
3020,"a: uh-huh. //b: -- you know, the death penalty and such. //a: if they give them all the information. i don't know, when it comes to sentencing phase, i guess they tell them if a guy, if the person has a previous record and stuff. //b: uh-huh. ",give,them,all the information,dat
3021,"goes out and kills somebody, he's not going to be reformed, he's not going to get any better, you know, it's, it's not going to,  it's just not going to get any better. and, and the only thing,  you know, a lot of people have the opinion that, you know, don't, don't have capital punishment, but give them life in jail and, you know, i could go along with that, if, if i could be assured that it would be their natural life in jail and not parole after ten, //a: yeah.",give,them,life in jail,dat
3022,"a: right, so he'll be able to give them the maximum sentence, in some cases there. ",give,them,the maximum sentence,dat
3023,"a: yeah, plus, you know, th-, the, uh, the wheel base, uh, the, the way it is right now the all wheel drive, d-, it's a little bit higher up off the ground, but they're going to raise it three more inches up, and, //b: that'll give you a little extra. //a: little bit more clearance.",give,you,a little extra,dat
3024,"a: -- family. i mean they spent lots of money on, //b: uh-huh. //a: they gave each other these beautiful things. they gave -- //b: oh, dear.",gave,each other,these beautiful things,dat
3025,"b: you'll find, //a:  yeah.  //b:  it's  going to be great though. it makes, it gives you a good feeling when you've got, clean out the stuff and -- //a: you know,",gives,you,a good feeling,dat
3026,"{man's voice in background}. //a: and with pro ball, you mean? //b: no, with, uh, when he quits, they'll give him a million dollars. {man's voice in background}. //a: who will? the opponents? . //b: denny c-, uh, uh, louisville university. the university gives him a million dollars when he quits.",give,him,a million dollars,dat
3027,"{man's voice in background}. //a: and with pro ball, you mean? //b: no, with, uh, when he quits, they'll give him a million dollars. {man's voice in background}. //a: who will? the opponents? . //b: denny c-, uh, uh, louisville university. the university gives him a million dollars when he quits.",give,him,a million dollars,dat
3028,"quite small and, and realistically could be sabotaged quite, quite easily. the thing i find interesting, though, is that, uh, is the whole colonial approach and, and, and do we, do we support the sandinistas or, or do we support, uh, you know, when they thought, uh, they thought that nicaragua, if you gave them a free election, they would vote for the, will you, uh, did you ever studied the, the political makeup there, in, in, in nicaragua. //a: i have a, a little bit, i can't say that i'm, i would be an, an expert on, on the region, but, uh, certainly, uh, i, it, it gets, it ge-, there, your, ",gave,them,a free election,dat
3029,"a: uh-huh. //b: and they just put instructors out there and you, you sign up for instruction, and they just give you an arm band and if you see an instructor who's not doing anything, you just tap him on the shoulder and ask him questions and they'll show you, //a: oh.",give,you,an arm band,dat
3030,"a: uh-huh. //b: you don't find that much in small companies because you can kind of interface but when you get a big company like ours, i think it's great that they take the time to, you know, give us a monthly meeting to tell us what's going on. //a: right. ",give,us,a monthly meeting,dat
