accuLine,Construction,verb,rec,rec.def,rec.pron,rec.anim,thm,thm.def,thm.pron,thm.anim
such a pity . but we have a book . I showed &it& to $you$ of our grandfather's,showed it to you,showed,you,Def,pronoun,Anim,it,Def,pronoun,Inanim
the cows that you could give &it& to $the cows$ if you had pigs .,give it to the cows and to pigs,give,the cows,Def,non,Anim,it,Def,pronoun,Inanim
looking for the same service and they got it even if perhaps I didn't sell it to them and somebody else sold &it& to $them$,sold it to them .,sold,them,Def,pronoun,Anim,it,Def,pronoun,Inanim
and I cut it out and Len came up one day and he asked me if I would give &it& to $him$ because .,give it to him,give,him,Def,pronoun,Anim,it,Def,pronoun,Inanim
and sold &it& to $the miners at the lake shore$,sold it here . to the miners at the lake shore,sold,the miners at the lake shore,Def,non,Anim,it,Def,pronoun,Inanim
then you're not selling &it& to $a finished article$,selling it to a . a finished article -,selling,a finished article,Indef,non,Inanim,it,Def,pronoun,Inanim
he sent &an obscene letter& to $somebody$ and they took him to court and fined him for it,sent an obscene letter to somebody,sent,somebody,Indef,non,Anim,an obscene letter,Indef,non,Inanim
these owners sold &water& to $the miners$,sold water to the miners .,sold,the miners,Def,non,Anim,water,Indef,non,Inanim
<oh> so I sent &a fax& to $Auckland$ and just left,sent a fax to Auckland,sent,Auckland,Def-pn,non,Inanim,a fax,Indef,non,Inanim
and he used to give &it& to $the people$,give it to the . people,give,the people,Def,non,Anim,it,Def,pronoun,Inanim
<you know> I sent that when I . sent that tape round I copied that tape and sent &it& to $all the girls$,sent it to all the girls .,sent,all the girls,Def,non,Anim,it,Def,pronoun,Inanim
we're selling &it& to $a Brisbane company$ who's then -,selling it to a . Brisbane company,selling,a Brisbane company,Indef,non,Inanim,it,Def,pronoun,Inanim
so perhaps you dont just y know (.) go and take &goodies& to $the neighbours$ when they move in as (.) readily as we wouldve in the olden (.)    you,take goodies to the (.) neighbours,take,the neighbours,Def,non,Anim,goodies,Indef,non,Inanim
and they could give &that& to $the animals$,give that to the animals .,give,the animals,Def,non,Anim,that,Def,pronoun,Inanim
left over I got him just a tiny bit and gave &it& to $him$,gave it to him .,gave,him,Def,pronoun,Anim,it,Def,pronoun,Inanim
<that's true . right> family tree and unfortunately I gave &it& to $Pamela Margaret$,gave it to Pamela Margaret .,gave,Pamela Margaret,Def-pn,non,Anim,it,Def,pronoun,Inanim
when they sold &it& to $the Clutha Leader$,sold it to the . Clutha Leader .,sold,the Clutha Leader,Def,non,Inanim,it,Def,pronoun,Inanim
you're not allowed to dis they're not allowed to give a credit or . if they give &a credit& to $someone$,give a credit . to someone .,give,someone,Indef,non,Anim,a credit,Indef,non,Inanim
 - high school of this community . and she would be giving &practical experience& to $the girls on the home craft course$ .   whereas,giving practical experience to the girls on the home home craft course,giving,the girls on the home craft course,Def,non,Anim,practical experience,Indef,non,Inanim
. um - - I can't remember [whether or not?] they used to sing I wrote &a letter& to $my love$ and on the way I dropped it and,wrote a letter to my love,wrote,my love,Def,non,Anim,a letter,Indef,non,Inanim
made the mistake of giving &his money& to $him$ before he'd actually counted it .,giving his money to him,giving,him,Def,pronoun,Anim,his money,Def,non,Inanim
they'd take &it& to $this store$,take it to this store .,take,this store,Def,non,Inanim,it,Def,pronoun,Inanim
. and she sent &this revolver& to $her sister in Australia$,sent this revolver to her sister in ah Australia,sent,her sister in Australia,Def,non,Anim,this revolver,Def,non,Inanim
and actually offered &support& to $new people joining$,offered support to new people joining,offered,new people joining,Indef,non,Anim,support,Indef,non,Inanim
my sister May sold &it& to $her granddaughter$,sold it to her granddaughter,sold,her granddaughter,Def,non,Anim,it,Def,pronoun,Inanim
to send &me& to $a boarding school$,send me to a boarding school,send,a boarding school,Indef,non,Inanim,me,Def,pronoun,Anim
his mind was deranged . and his niece and I . used to take &his dinner& to $him$ at dinner time .,take his dinner to him,take,him,Def,pronoun,Anim,his dinner,Def,non,Inanim
then when Jack died uh Grandma sold &it& to $Dave Mackie$,sold it to Dave Mackie,sold,Dave Mackie,Def-pn,non,Anim,it,Def,pronoun,Inanim
oh they were paying &bribes& to $the South Africans$ in order to get,paying bribes to ah the South Africans,paying,the South Africans,Def,non,Anim,bribes,Indef,non,Inanim
sure and take &the older two girls& to $school$ and .,take the older two girls to school,take,school,Def,non,Inanim,the older two girls,Def,non,Anim
oh some . yes you'd give &them& to $favoured boys$,give them to favoured boys -,give,favoured boys,Indef,non,Anim,them,Def,pronoun,Inanim
given &five hundred& to $their worst enemy$,given five hundred to their worst enemy,given,their worst enemy,Def,non,Anim,five hundred,Indef,non,Inanim
gave &some aid money& to $an agricultural training centre$,gave some aid money to . an agricultural training centre -,gave,an agricultural training centre,Indef,non,Inanim,some aid money,Indef,non,Inanim
what she saw and she told &exactly the same thing& to $me$,told me exactly the same thing,told,me,Def,pronoun,Anim,exactly the same thing,Def,non,Inanim
and he'd actually one of his mates had already given &a biff& to $him$ in the afternoon,given him a biff,given,him,Def,pronoun,Anim,a biff,Indef,non,Inanim
that he . we were giving &two injections& to $him$ at a time - and,giving him two injections,giving,him,Def,pronoun,Anim,two injections,Indef,non,Inanim
and it gives &high blood sugar& to $you$,gives you high blood sugar --,gives,you,Def,pronoun,Anim,high blood sugar,Indef,non,Inanim
she's loaned &those& to $me$,loaned me those,loaned,me,Def,pronoun,Anim,those,Def,pronoun,Inanim
and the guy gave &all sort of rotten fruit& to $her$ <oh>,gave her all sort of rotten fruit,gave,her,Def,pronoun,Anim,all sort of rotten fruit,Def,non,Inanim
gave &the batton& to $me$,gave me the batton,gave,me,Def,pronoun,Anim,the batton,Def,non,Inanim
and gave &a donation& to $them$ which was brilliant,gave them a donation,gave,them,Def,pronoun,Anim,a donation,Indef,non,Inanim
really you know if you want carpets cleaned or anything give &a yell& to $Murray$ <that's true actually> he'll pop in and do them for ya <yeah>,give Murray a yell,give,Murray,Def-pn,non,Anim,a yell,Indef,non,Inanim
and an- the kids were really good you know I mean they were always giving &really incredible birthday presents& to $him$ and .,giving him really incredible birthday presents,giving,him,Def,pronoun,Anim,really incredible birthday presents,Indef,non,Inanim
and she was just . and Jan just looked after her you know she'd give &a bit of money& to $her$ to come to Timaru if she had run outta money .,give her a bit of money,give,her,Def,pronoun,Anim,a bit of money,Indef,non,Inanim
gave &great pleasure& to $him$ to introduce the second - of the two bands that . he really enjoyed and I think that he bought them both with him -,gave him great pleasure,gave,him,Def,pronoun,Anim,great pleasure,Indef,non,Inanim
oh I've got a friend who teaches it and gave &the phone number& to $me$ so .,gave me the phone number,gave,me,Def,pronoun,Anim,the phone number,Def,non,Inanim
because ah he teaches &what to do& to $the younger ones$,teaches the younger ones what to do .,teaches,the younger ones,Def,pronoun,Anim,what to do,Indef,non,Inanim
um I would sit for hours and read &stories& to $him$ and amuse him and,read him stories,read,him,Def,pronoun,Anim,stories,Indef,non,Inanim
which when I tell &the next bit& to $you$ you work out how old I am . um I your father interviewed me for the job .,tell you the next bit,tell,you,Def,pronoun,Anim,the next bit,Def,non,Inanim
yeah why didn't they bring &one& to $her$ too?,bring her one,bring,her,Def,pronoun,Anim,one,Indef,pronoun,Inanim
they've offered &one in Wellington& to $her$ and yeah,offered her one in Wellington and one over in Auckland,offered,her,Def,pronoun,Anim,one in Wellington,Indef,pronoun,Inanim
and I said [unclear] it would cost &about three hundred& to $him$ each tooth that he caps,cost him about three hundred,cost,him,Def,pronoun,Anim,about three hundred,Indef,non,Inanim
that cost &three thousand dollars& to $him$,cost him three thousand dollars,cost,him,Def,pronoun,Anim,three thousand dollars,Indef,non,Inanim
next week? . oh I know your teeth cost &a fortune& to $you$ aye?,cost you a fortune,cost,you,Def,pronoun,Anim,a fortune,Indef,non,Inanim
and then it cost &thirteen& to $him$ for the tablets,cost him thirteen,cost,him,Def,pronoun,Anim,thirteen,Indef,non,Inanim
make &a wee dog& to $her$,make her a wee dog,make,her,Def,pronoun,Anim,a wee dog,Indef,non,Inanim
to give &a bit of peace& to $her$ and,give her a bit of peace,give,her,Def,pronoun,Anim,a bit of peace,Indef,non,Inanim
then we I think I'll give &something I make& to $them$,give them something I make,give,them,Def,pronoun,Anim,something I make,Indef,pronoun,Inanim
I think oh gosh have I given &that& to $them$ before (laughing),given them that,given,them,Def,pronoun,Anim,that,Def,pronoun,Inanim
if you put give &cheese on toast& to $him$ he's not gonna eat it .,give him cheese on toast,give,him,Def,pronoun,Anim,cheese on toast,Indef,non,Inanim
an I couldn't give &an example& to $you$ sorry Lee . um --,give you an example,give,you,Def,pronoun,Anim,an example,Indef,non,Inanim
<oh yeah> so as that gives &something nice& to $me$  to,gives me something nice,gives,me,Def,pronoun,Anim,something nice,Indef,pronoun,Inanim
he wasn't going to operate because he wouldn't give &any extra time& to $him$ and he would only put him through .,give him any extra time,give,him,Def,pronoun,Anim,any extra time,Indef,non,Inanim
a worse time so he gave &the anaesthetic& to $him$ an he x-rayed him and then he phoned us and said,gave him the anaesthetic,gave,him,Def,pronoun,Anim,the anaesthetic,Def,non,Inanim
but it was only minor surgery and it and it didn't knock the dog about at all he had to give &an anaesthetic& to $him$,give him an anaesthetic,give,him,Def,pronoun,Anim,an anaesthetic,Indef,non,Inanim
so hopefully this will give &a bit more time& to $him$,give him a bit more time,give,him,Def,pronoun,Anim,a bit more time,Indef,non,Inanim
can't hold anything down so he gave &injections& to $him$ to try and stop the vomiting and I had to take him back again at tea time and he was no better -,gave him injections,gave,him,Def,pronoun,Anim,injections,Indef,non,Inanim
kidney dish with a syringe in it and give &injections& to $him$ to try and stop the vomiting -,give him injections,give,him,Def,pronoun,Anim,injections,Indef,non,Inanim
Mr Falconer and he kept saying we'll give &one more day& to $him$,give him one more day one more day .,give,him,Def,pronoun,Anim,one more day,Indef,non,Inanim
took &a rose out of the garden& to $her$ and .,took her a rose out of the garden,took,her,Def,pronoun,Anim,a rose out of the garden,Indef,non,Inanim
and it and you're telling &the same thing& to $him$ an hour later . just doesn't register,telling him the same thing,telling,him,Def,pronoun,Anim,the same thing,Def,non,Inanim
you walk in there he wants to give &his bone& to $you$,give you his bone -,give,you,Def,pronoun,Anim,his bone,Def,non,Inanim
yes . I mean after all she was costing &a thousand a week& to $the country$ wasn't she? accomodation,costing the country a thousand a week,costing,the country,Def,non,Inanim,a thousand a week,Indef,non,Inanim
and she often made &egg sandwiches& to $us$ but she wasn't very good at getting the shell off and,made us egg sandwiches,made,us,Def,pronoun,Anim,egg sandwiches,Indef,non,Inanim
an interior designer come in and give &a few ideas& to $us$ and she's gone away and got the samples of colours,give us a few ideas,give,us,Def,pronoun,Anim,a few ideas,Indef,non,Inanim
so I came here in the lunch hours and taught &how to swim& to $myself$ and then I,taught myself how to swim,taught,myself,Def,pronoun,Anim,how to swim,Indef,non,Inanim
so I have to teach &things& to $myself$,teach myself things,teach,myself,Def,pronoun,Anim,things,Indef,non,Inanim
and took over the classes . they gave &a couple of classes& to $me$ and then I took over Kathryn's when she left  ahh,gave me a couple of classes,gave,me,Def,pronoun,Anim,a couple of classes,Indef,non,Inanim
and I thought any minute now my husband's going to give &that look& to $me$ and think,give me that look,give,me,Def,pronoun,Anim,that look,Def,non,Inanim
her stomach kept getting bigger and we all noticed it and the doctor says we've given &pills& to $her$ you know,given her pills,given,her,Def,pronoun,Anim,pills,Indef,non,Inanim
which didn't do &any good& to $me$ and ah also going out with a guy . who ah .,do me any good,do,me,Def,pronoun,Anim,any good,Indef,non,Inanim
so I can show &our lovely city& to $her$ and ah show her round Geraldine and that where her .,show her our lovely city,show,her,Def,pronoun,Anim,our lovely city,Def,non,Inanim
they've got to go . and we'll be able to tell &what things are like& to $them$ anyway if the haven't gone before we come bef~ you know <yeah>,tell them what things are like,tell,them,Def,pronoun,Anim,what things are like,Indef,non,Inanim
so I dunno I must give &a ring& to $her$ and see how she's getting on,give her a ring,give,her,Def,pronoun,Anim,a ring,Indef,non,Inanim
he said I'm getting an apple cos he said your father's too mean to give &one& to $us$ for for picking all those sticks of,give us one,give,us,Def,pronoun,Anim,one,Indef,pronoun,Inanim
and the community um youth officer wanted me to have my say and tell &what I thought& to $them$,tell them what I thought .,tell,them,Def,pronoun,Anim,what I thought,Indef,non,Inanim
